ID,Age,MonthlyActiveDays,AvgSessionDuration,WorkoutsCompleted,SocialEngagementScore,SubscriptionTier,InAppPurchases,DeviceType,Churned,LifetimeValue,Cluster
383,29,29,73,20,96,Basic,201,Android,0,1432.57,Cluster 1
384,20,3,22,3,14,Free,5.54,Android,1,90.13,Cluster 4
385,22,14,11,2,90,Basic,37.31,Android,1,118.33,Cluster 3
386,24,18,17,2,85,Free,39.1,iOS,1,117.1,Cluster 3
387,45,30,75,23,84,Premium,108.55,iOS,0,1561.76,Cluster 1
388,29,18,16,0,80,Basic,52.96,Android,1,131.41,Cluster 3
389,45,27,63,22,79,Basic,204.29,iOS,0,1934.91,Cluster 1
390,38,6,28,6,20,Basic,29.18,iOS,1,67.63,Cluster 2
391,19,2,20,0,2,Free,3.16,iOS,1,7.6,Cluster 4
392,33,20,14,1,97,Free,24.85,iOS,0,119.71,Cluster 3
393,24,12,16,0,97,Basic,22.77,Android,0,322.33,Cluster 3
394,47,7,22,4,15,Basic,12.43,iOS,1,181.17,Cluster 2
395,46,10,28,7,20,Basic,1.87,Android,1,182.75,Cluster 2
396,38,28,72,25,77,Premium,321.8,Android,0,1022.13,Cluster 1
397,39,7,40,8,20,Free,15.25,Android,1,146.37,Cluster 2
398,25,16,22,1,71,Free,54.97,Android,1,191.94,Cluster 3
399,50,9,30,7,21,Free,4.91,iOS,1,131.95,Cluster 2
400,21,3,19,0,10,Free,0.1,Android,1,48.09,Cluster 4
401,40,10,22,8,23,Basic,16.79,Android,1,164.22,Cluster 2
402,26,30,81,25,95,Basic,305.27,Android,0,1125.3,Cluster 1
403,48,5,36,5,26,Premium,11.62,iOS,1,21.16,Cluster 2
404,40,9,37,7,20,Basic,14.47,Android,0,70.15,Cluster 2
405,24,15,24,0,64,Basic,17.28,iOS,0,319.52,Cluster 3
406,39,26,89,23,98,Premium,305,iOS,0,1589.38,Cluster 1
407,20,1,8,0,18,Free,0.18,iOS,1,8.63,Cluster 4
408,47,8,21,6,21,Free,19.06,Android,1,26.35,Cluster 2
409,24,14,18,2,99,Free,45.77,iOS,1,255.15,Cluster 3
410,45,9,27,6,14,Basic,3.19,iOS,1,83.2,Cluster 2
411,30,1,22,2,15,Free,9.22,Android,1,92.16,Cluster 4
412,35,17,28,0,68,Basic,47.22,iOS,0,360.61,Cluster 3
413,29,17,20,1,93,Free,42.38,iOS,0,243.81,Cluster 3
414,24,2,17,0,3,Free,8.91,iOS,1,31.29,Cluster 4
415,45,10,32,8,15,Basic,9.44,Android,0,130.66,Cluster 2
416,30,28,68,27,87,Basic,119.54,iOS,1,1556.82,Cluster 1
417,45,29,87,21,94,Premium,167.31,iOS,0,1260.39,Cluster 1
418,22,3,20,2,4,Free,0.21,iOS,1,70.96,Cluster 4
419,23,4,19,1,13,Free,5.97,Android,1,2.18,Cluster 4
420,44,30,80,20,72,Premium,150.43,Android,0,1316.51,Cluster 1
421,31,15,22,1,76,Basic,40.57,iOS,0,342.62,Cluster 3
422,29,4,8,3,12,Free,1.05,Android,1,19.31,Cluster 4
423,30,25,64,27,76,Premium,136.85,iOS,0,1153.99,Cluster 1
424,29,3,15,3,10,Free,3.68,Android,1,7.37,Cluster 4
425,26,1,21,3,16,Free,8.46,Android,1,32.33,Cluster 4
426,49,7,37,4,16,Free,6.47,Android,1,134.84,Cluster 2
427,35,4,44,7,14,Free,20.13,Android,0,94,Cluster 2
428,37,26,89,28,71,Premium,247.11,iOS,0,1246.09,Cluster 1
429,25,29,75,23,91,Premium,214.86,iOS,0,1510.52,Cluster 1
430,46,5,42,7,18,Basic,2.08,iOS,1,26.71,Cluster 2
431,25,3,24,2,11,Free,6.93,iOS,1,99.36,Cluster 4
432,41,30,90,20,72,Premium,398.33,iOS,0,1398.63,Cluster 1
433,34,6,36,7,14,Free,18.66,iOS,0,82.16,Cluster 2
434,41,30,62,27,77,Premium,326.82,Android,0,1421.62,Cluster 1
435,28,19,27,2,83,Basic,19.14,iOS,1,381.54,Cluster 3
436,50,8,42,4,19,Premium,18.24,iOS,1,86.69,Cluster 2
437,33,27,77,20,88,Premium,330.57,Android,0,1529.25,Cluster 1
438,36,30,90,29,79,Premium,321.01,iOS,0,1611.49,Cluster 1
439,39,6,36,5,28,Free,12.41,Android,1,162.22,Cluster 2
440,27,5,19,3,18,Free,8.58,Android,1,83.73,Cluster 4
441,33,26,72,26,92,Premium,261.07,Android,0,1844.42,Cluster 1
442,30,19,26,2,63,Premium,35.55,iOS,0,177.09,Cluster 3
443,30,1,19,3,16,Free,5.07,iOS,1,97.79,Cluster 4
444,41,8,35,6,26,Premium,19.5,iOS,1,182.97,Cluster 2
445,32,1,20,2,10,Free,6.09,Android,1,46.45,Cluster 4
446,31,27,83,25,85,Premium,188.01,Android,0,1932.45,Cluster 1
447,31,1,16,0,20,Free,0.46,Android,1,64.87,Cluster 4
448,49,5,38,3,23,Basic,6.03,Android,1,118.99,Cluster 2
449,39,6,26,8,13,Premium,27.59,Android,1,132.29,Cluster 2
450,33,14,27,2,87,Basic,31.77,iOS,1,179.23,Cluster 3
451,32,2,15,2,19,Free,5.52,iOS,1,96.72,Cluster 4
452,28,10,15,2,85,Premium,36.37,iOS,0,297.51,Cluster 3
453,32,3,11,2,9,Free,1.33,Android,1,57.71,Cluster 4
454,23,17,14,0,95,Free,46.66,iOS,1,398.48,Cluster 3
455,31,19,29,1,67,Basic,15.28,iOS,1,119.12,Cluster 3
456,46,4,42,8,28,Free,13.14,iOS,1,39.35,Cluster 2
457,25,1,25,3,9,Free,8.32,iOS,1,73.5,Cluster 4
458,41,8,43,8,29,Premium,7.57,Android,1,129.56,Cluster 2
459,28,10,29,1,64,Free,13.11,Android,1,222.53,Cluster 3
460,25,12,18,1,63,Basic,48.13,iOS,1,355.79,Cluster 3
461,50,9,28,5,29,Free,4.22,Android,1,141.56,Cluster 2
462,34,1,7,3,5,Free,3.94,Android,1,22.33,Cluster 4
463,33,20,10,0,85,Free,18.46,iOS,0,220.37,Cluster 3
464,30,1,24,1,4,Basic,5.63,Android,1,37.67,Cluster 4
465,35,8,33,5,24,Basic,5.94,Android,0,134.44,Cluster 2
466,25,4,8,2,1,Free,1.87,Android,1,35.03,Cluster 4
467,28,4,24,2,7,Free,0.81,Android,1,68.16,Cluster 4
468,22,15,23,2,78,Free,36.05,iOS,1,162.1,Cluster 3
469,25,14,28,0,84,Basic,43.93,iOS,0,356.33,Cluster 3
470,25,2,24,3,20,Free,2.54,Android,1,34.19,Cluster 4
471,52,5,41,4,15,Free,23.97,Android,1,3.95,Cluster 2
472,41,9,35,7,25,Free,29.72,iOS,1,111.9,Cluster 2
473,30,12,29,2,90,Free,42.07,iOS,1,182.61,Cluster 3
474,27,14,14,2,68,Basic,50.87,iOS,0,148.08,Cluster 3
475,41,8,28,4,24,Free,1.61,Android,1,77.73,Cluster 2
476,42,6,22,5,19,Basic,25.56,Android,1,5.23,Cluster 2
477,21,2,24,2,10,Free,9.15,iOS,1,21.68,Cluster 4
478,38,30,74,24,99,Premium,264.04,Android,0,1726.36,Cluster 1
479,45,9,27,7,29,Free,0.05,Android,0,128.55,Cluster 2
480,35,5,42,5,19,Free,10.47,Android,1,134.8,Cluster 2
481,34,29,71,29,74,Premium,268.32,iOS,0,1631.55,Cluster 1
482,26,5,19,1,10,Basic,0.64,iOS,1,68.96,Cluster 4
483,49,5,40,5,13,Free,8.98,iOS,0,17.52,Cluster 2
484,44,9,33,3,15,Basic,7.31,iOS,0,55.89,Cluster 2
485,35,5,32,4,14,Free,18.67,iOS,1,198.38,Cluster 2
486,41,4,30,5,26,Free,17.44,iOS,1,87.15,Cluster 2
487,30,6,20,2,7,Basic,7,Android,1,12.23,Cluster 4
488,36,6,21,3,13,Free,10.62,iOS,1,103.29,Cluster 2
489,31,5,22,3,2,Free,2.4,iOS,0,89.92,Cluster 4
490,42,4,41,7,27,Premium,15.11,iOS,1,196.89,Cluster 2
491,23,4,20,2,8,Free,8.2,Android,1,41.58,Cluster 4
492,23,5,19,0,10,Free,2.34,Android,1,84.86,Cluster 4
493,33,25,72,23,89,Basic,184.47,Android,0,1376.64,Cluster 1
494,39,9,26,3,19,Basic,16.11,Android,1,144.59,Cluster 2
495,32,10,18,0,87,Free,13.44,iOS,0,212.64,Cluster 3
496,49,9,41,4,17,Free,7.88,iOS,1,138.97,Cluster 2
497,40,30,66,26,84,Premium,352.59,iOS,0,1565.01,Cluster 1
498,21,2,19,2,14,Free,0.91,Android,1,60.73,Cluster 4
499,40,30,81,20,81,Premium,274.16,iOS,0,1375.88,Cluster 1
500,35,27,85,21,80,Basic,179.74,iOS,0,1755.19,Cluster 1
501,47,4,29,4,29,Free,24.76,iOS,0,168.49,Cluster 2
502,36,30,62,22,79,Basic,126.32,Android,0,1946.9,Cluster 1
503,21,6,23,1,13,Free,2.93,iOS,1,66.16,Cluster 4
504,40,4,24,4,18,Basic,11.36,Android,1,70.28,Cluster 2
505,49,7,27,3,25,Free,19.97,iOS,1,32.5,Cluster 2
506,32,19,11,0,86,Free,10.8,iOS,1,290.8,Cluster 3
507,44,5,38,8,23,Free,12.8,Android,1,114.24,Cluster 2
508,31,13,14,1,69,Basic,11.04,iOS,0,369.14,Cluster 3
509,27,2,17,3,12,Free,6.69,Android,1,74.08,Cluster 4
510,28,14,25,1,64,Basic,28.72,iOS,0,347.63,Cluster 3
511,33,3,21,1,5,Free,1.8,iOS,1,7.76,Cluster 4
512,33,17,17,0,80,Free,22.7,Android,1,320.87,Cluster 3
513,23,17,11,0,89,Premium,12.39,Android,0,332.19,Cluster 3
514,28,1,13,0,8,Free,9.55,iOS,1,97.78,Cluster 4
515,45,6,25,6,26,Free,11.84,Android,1,21.63,Cluster 2
516,25,13,21,2,90,Basic,21.62,Android,0,115.65,Cluster 3
517,33,6,23,2,8,Free,2.62,iOS,1,84.59,Cluster 4
518,37,6,21,5,21,Free,26.66,iOS,1,65.34,Cluster 2
519,46,6,38,7,22,Basic,24.17,Android,1,136.05,Cluster 2
520,36,30,68,29,95,Premium,174.9,Android,0,1899.77,Cluster 1
521,47,8,25,6,23,Premium,9.47,iOS,1,95.9,Cluster 2
522,23,16,11,0,69,Premium,22.71,iOS,0,294.65,Cluster 3
523,37,6,38,8,22,Free,22.3,iOS,0,6.46,Cluster 2
524,42,7,42,5,26,Free,0.87,Android,1,81.85,Cluster 2
525,26,2,6,1,16,Free,1.08,iOS,1,97.09,Cluster 4
526,41,25,62,21,85,Premium,226.91,Android,0,1444.63,Cluster 1
527,25,27,63,21,98,Premium,308.32,iOS,0,1353.37,Cluster 1
528,26,5,12,3,8,Free,6.05,Android,1,27.16,Cluster 4
529,29,16,26,2,61,Premium,11.52,iOS,0,320.12,Cluster 3
530,52,7,37,7,27,Free,10.19,Android,1,106.09,Cluster 2
531,24,2,16,2,17,Free,0.27,iOS,1,66.17,Cluster 4
532,33,27,72,26,88,Premium,312.62,Android,0,1811.68,Cluster 1
533,31,25,86,21,75,Basic,178.74,iOS,0,1567.76,Cluster 1
534,25,16,20,1,84,Basic,50.3,iOS,1,271.64,Cluster 3
535,42,8,32,8,13,Free,4.36,Android,1,58.48,Cluster 2
536,30,2,17,1,10,Free,5.91,iOS,1,12.33,Cluster 4
537,26,28,87,27,89,Premium,334.06,iOS,0,1570.1,Cluster 1
538,33,29,77,22,85,Premium,366.05,iOS,0,1272.63,Cluster 1
539,37,1,7,0,2,Free,4.97,iOS,0,89.26,Cluster 4
540,29,1,6,1,14,Free,7.29,iOS,1,90.16,Cluster 4
541,25,19,14,1,65,Basic,12.78,Android,0,286.77,Cluster 3
542,35,1,18,3,6,Free,5.95,Android,0,65.54,Cluster 4
543,31,16,12,2,62,Free,56.77,iOS,1,348.09,Cluster 3
544,41,27,68,25,90,Premium,346.83,iOS,0,1129.09,Cluster 1
545,35,29,88,21,78,Premium,286.36,iOS,0,1735.18,Cluster 1
546,38,27,61,25,82,Premium,156.44,iOS,0,1381.58,Cluster 1
547,33,30,88,21,80,Premium,278.32,Android,0,1219.76,Cluster 1
548,42,5,35,4,12,Free,7.71,iOS,1,74.93,Cluster 2
549,34,3,13,3,14,Free,2.62,Android,1,9.47,Cluster 4
550,39,26,71,28,74,Premium,169.17,iOS,0,1725.89,Cluster 1
551,28,1,9,1,4,Free,7,Android,0,98.77,Cluster 4
552,35,28,85,23,88,Premium,181.8,iOS,1,1526.96,Cluster 1
553,42,5,25,6,22,Premium,1.97,Android,1,25.24,Cluster 2
554,22,16,23,1,61,Premium,55.04,Android,1,270.72,Cluster 3
555,22,15,28,2,84,Basic,28.62,Android,1,238.58,Cluster 3
556,42,6,42,5,30,Premium,11.71,iOS,1,64.04,Cluster 2
557,27,17,20,0,96,Premium,28.1,iOS,1,205.95,Cluster 3
558,34,26,67,27,80,Premium,267.37,Android,0,1729.91,Cluster 1
559,31,30,77,28,100,Premium,252.17,Android,0,1746.53,Cluster 1
560,24,14,17,2,76,Basic,35.84,iOS,0,277.8,Cluster 3
561,42,6,34,4,18,Free,14.51,iOS,1,141.18,Cluster 2
562,43,5,25,7,29,Free,14.52,iOS,1,123.02,Cluster 2
563,31,27,73,27,99,Premium,179.34,Android,0,1311.21,Cluster 1
564,38,30,70,30,100,Premium,388.89,iOS,0,1073.87,Cluster 1
565,42,27,66,30,100,Premium,117.98,iOS,0,1870.83,Cluster 1
566,25,14,22,0,77,Premium,56.04,iOS,1,271.56,Cluster 3
567,33,20,18,2,61,Premium,38.84,iOS,1,345.81,Cluster 3
568,30,2,10,2,8,Free,0.49,Android,1,39.58,Cluster 4
569,26,10,23,1,60,Free,14.2,iOS,1,111.39,Cluster 3
570,29,10,28,0,62,Premium,50.72,iOS,1,245.89,Cluster 3
571,38,8,34,8,29,Free,20.85,Android,0,46.07,Cluster 2
572,25,20,28,0,69,Premium,42.44,iOS,0,288.73,Cluster 3
573,41,4,40,7,16,Free,10.69,Android,1,47.94,Cluster 2
574,28,6,7,0,18,Free,1.94,Android,1,35.95,Cluster 4
575,30,27,61,26,75,Basic,268.29,iOS,0,1533.74,Cluster 1
576,36,9,41,7,30,Basic,14.93,Android,1,141.74,Cluster 2
577,30,15,23,0,66,Free,59.83,Android,1,294.92,Cluster 3
578,24,4,7,2,19,Free,0.22,Android,1,54.06,Cluster 4
579,26,4,6,1,11,Free,5.98,Android,0,9.35,Cluster 4
580,33,5,20,8,10,Free,14.79,Android,1,19.01,Cluster 2
581,43,8,44,8,22,Basic,25.64,iOS,1,80.31,Cluster 2
582,39,27,87,24,82,Premium,135.52,Android,0,1067.11,Cluster 1
583,43,8,30,6,26,Free,9.17,Android,1,18.25,Cluster 2
584,38,25,74,26,92,Premium,224.82,iOS,0,1288.82,Cluster 1
585,31,29,73,28,98,Basic,351.49,Android,0,1995.85,Cluster 1
586,43,7,37,7,14,Free,21.99,iOS,1,98.83,Cluster 2
587,37,9,43,6,17,Free,26.14,Android,0,78.48,Cluster 2
588,32,17,16,0,72,Premium,34.66,iOS,0,191.41,Cluster 3
589,44,5,21,4,12,Free,21.54,iOS,0,120.72,Cluster 2
590,44,26,69,30,98,Premium,233.53,Android,0,1487.02,Cluster 1
591,43,8,24,6,19,Free,18.23,Android,1,60.7,Cluster 2
592,25,20,20,0,95,Basic,38.63,iOS,1,174.37,Cluster 3
593,50,9,38,5,14,Basic,19.86,iOS,1,72.29,Cluster 2
594,20,4,21,2,17,Free,9.52,Android,1,76.97,Cluster 4
595,27,10,18,0,68,Basic,48.71,iOS,1,104.86,Cluster 3
596,47,8,43,6,18,Free,22.04,Android,0,145.64,Cluster 2
597,28,18,28,2,76,Basic,25.71,iOS,1,210.42,Cluster 3
598,34,27,77,25,86,Premium,183.35,iOS,0,1678,Cluster 1
599,20,6,23,1,16,Free,0.73,iOS,1,40.16,Cluster 4
600,34,4,37,8,19,Free,24.92,iOS,1,131.87,Cluster 2
601,27,4,22,1,4,Free,4.42,Android,1,56.16,Cluster 4
602,44,7,22,6,11,Basic,4.32,iOS,1,180.88,Cluster 2
603,47,5,35,5,10,Free,23.25,iOS,1,149.9,Cluster 2
604,28,13,23,2,70,Free,20.78,iOS,0,194.74,Cluster 3
605,26,5,15,1,15,Free,3.9,iOS,1,54.33,Cluster 4
606,29,13,10,2,71,Free,39.85,Android,0,356.11,Cluster 3
607,29,11,30,1,70,Free,12.73,Android,1,141.56,Cluster 3
608,31,15,17,2,67,Free,37.13,iOS,0,339.87,Cluster 3
609,44,5,28,4,18,Free,5.32,iOS,1,74.52,Cluster 2
610,39,6,38,8,10,Free,27.48,iOS,1,119.94,Cluster 2
611,27,10,24,1,95,Free,20.69,iOS,1,200.19,Cluster 3
612,32,1,7,2,15,Free,3.96,iOS,1,50.4,Cluster 4
613,30,30,77,24,79,Premium,191.67,Android,0,1253.45,Cluster 1
614,32,29,74,22,88,Premium,228.8,iOS,0,1102.17,Cluster 1
615,22,20,28,1,61,Basic,16.13,iOS,1,317.71,Cluster 3
616,29,1,11,1,19,Free,7.72,Android,1,46,Cluster 4
617,22,4,8,3,7,Free,9.7,Android,1,26.07,Cluster 4
618,25,28,87,24,71,Premium,383.28,iOS,0,1128.74,Cluster 1
619,45,6,28,8,23,Free,26.99,iOS,1,129.61,Cluster 2
620,35,5,23,3,16,Basic,23.88,iOS,1,187.55,Cluster 2
621,38,28,75,23,92,Premium,355.24,Android,0,1239.81,Cluster 1
622,18,1,14,3,9,Free,3.31,iOS,1,45.83,Cluster 4
623,42,6,35,6,27,Free,0.3,iOS,0,50.02,Cluster 2
624,35,20,29,0,89,Free,55.17,Android,1,282.52,Cluster 3
625,49,7,44,4,17,Premium,4.25,Android,1,79.92,Cluster 2
626,31,20,25,1,96,Basic,34.07,iOS,0,352.73,Cluster 3
627,25,12,21,1,97,Free,41.99,iOS,0,366.73,Cluster 3
628,27,11,23,0,85,Free,45.92,Android,1,160.83,Cluster 3
629,33,17,22,0,72,Basic,52.88,Android,1,272.17,Cluster 3
630,40,7,34,8,20,Free,8.56,Android,1,71.67,Cluster 2
631,26,12,26,0,93,Basic,27.93,iOS,1,198.09,Cluster 3
632,39,7,21,7,29,Free,2.74,Android,0,184.28,Cluster 2
633,29,19,28,0,89,Basic,53.57,Android,0,195.68,Cluster 3
634,37,7,28,3,21,Free,4.91,Android,1,63.67,Cluster 2
635,18,4,20,1,18,Free,4.3,iOS,1,27.97,Cluster 4
636,30,16,16,0,98,Basic,44.93,iOS,1,198.46,Cluster 3
637,46,8,23,7,30,Basic,11.66,Android,1,113.01,Cluster 2
638,27,13,14,2,62,Basic,24.81,Android,1,307.61,Cluster 3
639,27,10,27,0,78,Free,49.58,iOS,0,361.1,Cluster 3
640,40,7,20,5,28,Free,22.51,iOS,0,87.81,Cluster 2
641,29,1,11,0,4,Free,4.41,iOS,1,48.32,Cluster 4
642,39,9,26,5,20,Free,29.24,Android,1,56.5,Cluster 2
643,35,15,23,1,80,Basic,50.78,iOS,0,261.73,Cluster 3
644,21,2,5,2,1,Free,5.75,iOS,1,78.74,Cluster 4
645,28,3,10,1,9,Basic,3.42,Android,1,31.94,Cluster 4
646,35,30,79,24,74,Premium,265.5,Android,0,1356.39,Cluster 1
647,50,7,30,6,21,Free,5.08,Android,0,88.95,Cluster 2
648,33,14,21,0,98,Free,31.36,iOS,0,315.02,Cluster 3
649,33,29,72,25,86,Basic,183.8,Android,0,1647.51,Cluster 1
650,38,27,67,28,95,Premium,194,Android,0,1268.33,Cluster 1
651,39,29,66,27,89,Premium,112.9,Android,0,1834.42,Cluster 1
652,24,16,25,2,88,Free,21.47,Android,1,304.65,Cluster 3
653,18,4,17,2,12,Free,9.1,iOS,1,53.98,Cluster 4
654,35,25,80,24,92,Premium,330.43,Android,0,1808.61,Cluster 1
655,27,1,10,3,17,Free,6.96,Android,1,51.73,Cluster 4
656,29,28,68,27,70,Basic,345.74,iOS,0,1146.8,Cluster 1
657,25,14,21,2,95,Free,46.16,iOS,0,243.77,Cluster 3
658,45,8,40,4,20,Basic,14.99,Android,0,53.81,Cluster 2
659,45,26,73,28,95,Premium,106.75,Android,0,1710.27,Cluster 1
660,35,27,71,27,92,Basic,276.81,iOS,0,1011.86,Cluster 1
661,30,6,14,3,18,Free,1.16,Android,1,1.44,Cluster 4
662,36,27,78,22,95,Premium,214.21,iOS,0,1703.38,Cluster 1
663,33,3,10,2,20,Free,3.63,Android,1,74,Cluster 4
664,43,5,32,6,15,Basic,27.23,iOS,1,149.03,Cluster 2
665,29,1,16,0,12,Free,1.39,iOS,1,6.87,Cluster 4
666,21,3,17,0,2,Free,9.91,Android,1,56.68,Cluster 4
667,35,6,29,5,17,Free,15.77,iOS,1,174.25,Cluster 2
668,44,6,23,4,13,Free,15.59,Android,1,115.43,Cluster 2
669,23,20,18,1,79,Basic,34.17,iOS,1,209.63,Cluster 3
670,43,6,35,3,28,Free,26.82,iOS,1,6.71,Cluster 2
671,40,8,36,4,20,Free,16.06,Android,1,100.06,Cluster 2
672,23,20,17,2,66,Free,31.95,iOS,0,251.22,Cluster 3
673,36,5,20,3,17,Free,7.34,Android,1,13.41,Cluster 4
674,20,4,14,0,16,Free,0.87,Android,0,85.15,Cluster 4
675,52,8,42,6,22,Free,15.05,iOS,1,178.59,Cluster 2
676,41,30,82,26,82,Basic,378.64,iOS,0,1566.9,Cluster 1
677,23,13,23,0,86,Basic,29.13,iOS,1,310.32,Cluster 3
678,24,14,14,2,73,Basic,43.52,iOS,0,294.33,Cluster 3
679,30,5,6,2,13,Free,8.47,iOS,1,65.13,Cluster 4
680,30,9,43,6,10,Free,14.24,iOS,1,182.13,Cluster 2
681,39,28,78,22,88,Premium,208.26,Android,0,1931.61,Cluster 1
682,44,8,35,7,24,Free,12.93,iOS,1,48.32,Cluster 2
683,38,4,27,4,14,Free,6.59,iOS,1,16.88,Cluster 2
684,34,27,65,24,99,Premium,248.05,iOS,0,1542.77,Cluster 1
685,27,1,24,3,1,Free,0.61,Android,1,46.3,Cluster 4
686,44,9,34,5,29,Free,3.16,Android,1,47.31,Cluster 2
687,26,5,11,0,16,Free,1.15,iOS,1,63.04,Cluster 4
688,26,3,19,1,19,Free,9.26,iOS,1,97.18,Cluster 4
689,25,6,20,3,6,Free,4.65,Android,1,90.06,Cluster 4
690,36,29,80,21,94,Premium,165.24,iOS,1,1728.71,Cluster 1
691,43,8,41,4,11,Basic,8.06,Android,1,64.61,Cluster 2
692,32,5,23,2,10,Free,0.47,iOS,1,31.9,Cluster 4
693,21,4,10,2,5,Free,9.1,Android,0,4.21,Cluster 4
694,27,13,28,2,95,Premium,54.79,iOS,1,360.65,Cluster 3
695,27,13,20,1,68,Basic,58.46,iOS,0,211.57,Cluster 3
696,35,10,24,0,79,Basic,20.74,Android,0,273.55,Cluster 3
697,31,19,30,2,95,Premium,36.37,iOS,0,307.73,Cluster 3
698,35,27,71,24,100,Premium,320.2,Android,0,1431.06,Cluster 1
699,36,27,88,25,77,Basic,386.76,Android,0,1986.43,Cluster 1
700,23,1,10,3,18,Free,0.03,iOS,1,98.81,Cluster 4
701,38,28,75,20,85,Premium,389.54,Android,0,1155.31,Cluster 1
702,41,8,23,7,16,Free,2.71,iOS,0,110.23,Cluster 2
703,35,27,78,24,86,Premium,365.98,iOS,0,1696.68,Cluster 1
704,46,6,26,3,18,Basic,3.77,iOS,1,41.49,Cluster 2
705,49,5,23,8,18,Free,16.84,iOS,1,179.3,Cluster 2
706,22,5,13,3,20,Free,6.02,Android,1,71.37,Cluster 4
707,41,9,20,5,12,Free,15.6,iOS,1,190.88,Cluster 2
708,25,1,8,3,10,Free,1.3,Android,0,18.42,Cluster 4
709,30,28,62,27,85,Premium,251.39,iOS,0,1340.82,Cluster 1
710,35,28,67,24,99,Premium,273.33,iOS,0,1061.79,Cluster 1
711,45,7,31,4,12,Basic,2.55,Android,1,135.78,Cluster 2
712,38,6,27,5,29,Free,19.39,Android,0,130.17,Cluster 2
713,38,29,69,27,84,Premium,253.02,Android,0,1823.59,Cluster 1
714,20,5,24,0,17,Free,3.13,iOS,1,72.17,Cluster 4
715,38,27,61,24,82,Premium,123.11,iOS,0,1588.31,Cluster 1
716,45,9,30,8,24,Basic,12.34,iOS,1,51.91,Cluster 2
717,36,29,79,25,96,Premium,168.53,iOS,0,1747.49,Cluster 1
718,28,1,10,1,10,Free,3.42,Android,1,61.81,Cluster 4
719,29,29,74,29,89,Premium,298.65,iOS,1,1684.8,Cluster 1
720,35,16,23,1,62,Free,41.67,iOS,1,251.55,Cluster 3
721,29,11,25,2,71,Basic,20.76,iOS,0,213.89,Cluster 3
722,35,30,65,30,80,Premium,104.77,iOS,0,1216.62,Cluster 1
723,25,26,61,30,92,Premium,360.55,iOS,0,1184.2,Cluster 1
724,28,1,24,2,10,Free,5.73,iOS,1,76.07,Cluster 4
725,30,15,13,0,83,Free,27.31,Android,0,251.82,Cluster 3
726,25,12,13,0,81,Free,10.01,iOS,1,124.68,Cluster 3
727,31,10,28,1,74,Basic,27.25,Android,1,364.62,Cluster 3
728,31,16,19,1,88,Free,26.2,iOS,1,374.54,Cluster 3
729,54,5,44,8,17,Free,17.71,iOS,0,62.55,Cluster 2
730,27,16,16,0,94,Free,37.26,iOS,1,387.13,Cluster 3
731,18,2,5,2,5,Free,0.18,Android,1,81.45,Cluster 4
732,25,11,28,0,64,Basic,54.73,Android,1,224.31,Cluster 3
733,43,5,27,7,15,Basic,1.8,Android,1,146.08,Cluster 2
734,25,18,21,0,75,Free,41.92,Android,1,195.74,Cluster 3
735,35,2,15,1,9,Free,5.16,iOS,1,22.67,Cluster 4
736,37,30,64,21,71,Basic,151.97,iOS,0,1305.72,Cluster 1
737,35,20,24,2,83,Free,27.08,iOS,0,213.19,Cluster 3
738,26,20,19,1,99,Free,10.3,iOS,1,103.94,Cluster 3
739,22,2,12,0,15,Free,6.9,iOS,1,85.52,Cluster 4
740,20,5,13,3,9,Free,9.99,iOS,1,55.55,Cluster 4
741,30,27,70,21,80,Basic,310.99,iOS,0,1374.99,Cluster 1
742,44,8,28,4,12,Basic,8.6,iOS,1,12.49,Cluster 2
743,24,20,18,0,85,Free,39.37,iOS,0,308.07,Cluster 3
744,50,7,31,6,29,Free,19.88,iOS,1,148.06,Cluster 2
745,47,10,37,4,27,Basic,6.91,iOS,1,199.95,Cluster 2
746,26,17,26,1,87,Premium,21.95,Android,1,362.89,Cluster 3
747,34,10,18,0,82,Free,36.16,Android,0,147.84,Cluster 3
748,23,19,16,0,66,Free,44.94,iOS,1,331.67,Cluster 3
749,30,11,12,2,64,Basic,13.81,iOS,0,364.87,Cluster 3
750,41,28,82,25,72,Premium,397.67,Android,0,1725.85,Cluster 1
751,24,3,13,1,19,Free,0.03,Android,1,62.09,Cluster 4
752,33,18,18,1,61,Basic,35.29,Android,0,191.73,Cluster 3
753,25,28,73,24,80,Premium,200.53,iOS,0,1099.02,Cluster 1
754,38,28,72,30,94,Premium,365.54,Android,0,1821.54,Cluster 1
755,30,15,16,0,67,Basic,12.16,iOS,0,173.71,Cluster 3
756,42,6,28,8,25,Free,20.48,iOS,0,87.37,Cluster 2
757,33,20,15,1,87,Basic,25.11,Android,1,109.87,Cluster 3
758,43,8,27,6,24,Basic,8.05,iOS,1,182.56,Cluster 2
759,31,17,12,0,74,Basic,38.01,iOS,1,103.95,Cluster 3
760,26,10,23,0,87,Free,20.06,Android,0,225.33,Cluster 3
761,42,5,30,3,11,Basic,15.65,iOS,0,112.08,Cluster 2
762,35,28,88,20,76,Premium,138.77,iOS,0,1428.65,Cluster 1
763,29,1,13,1,17,Free,9.56,Android,1,66.98,Cluster 4
764,32,15,17,0,61,Basic,34.55,iOS,1,109.23,Cluster 3
765,29,26,79,27,86,Premium,113.95,iOS,0,1974.67,Cluster 1
